Majority.protein.IDs	Gene.names	razorUniqueCount	razorUniqueCount_MIAPACA...AG205.1	razorUniqueCount_MIAPACA...AG205.2	razorUniqueCount_MIAPACA...AG205.3	razorUniqueCount_MIAPACA...AG205.4	razorUniqueCount_MIAPACA...AG205.5	razorUniqueCount_MIAPACA.1	razorUniqueCount_MIAPACA.2	razorUniqueCount_MIAPACA.3	razorUniqueCount_MIAPACA.4	razorUniqueCount_MIAPACA.5	razorUniqueCount_wt...AG205.1	razorUniqueCount_wt...AG205.2	razorUniqueCount_wt...AG205.3	razorUniqueCount_wt...AG205.4	razorUniqueCount_wt...AG205.5	razorUniqueCount_wt.1	razorUniqueCount_wt.2	razorUniqueCount_wt.3	razorUniqueCount_wt.4	razorUniqueCount_wt.5	RawIntensity_MIAPACA...AG205.1	RawIntensity_MIAPACA...AG205.2	RawIntensity_MIAPACA...AG205.3	RawIntensity_MIAPACA...AG205.4	RawIntensity_MIAPACA...AG205.5	RawIntensity_MIAPACA.1	RawIntensity_MIAPACA.2	RawIntensity_MIAPACA.3	RawIntensity_MIAPACA.4	RawIntensity_MIAPACA.5	RawIntensity_wt...AG205.1	RawIntensity_wt...AG205.2	RawIntensity_wt...AG205.3	RawIntensity_wt...AG205.4	RawIntensity_wt...AG205.5	RawIntensity_wt.1	RawIntensity_wt.2	RawIntensity_wt.3	RawIntensity_wt.4	RawIntensity_wt.5	iBAQ_MIAPACA...AG205.1	iBAQ_MIAPACA...AG205.2	iBAQ_MIAPACA...AG205.3	iBAQ_MIAPACA...AG205.4	iBAQ_MIAPACA...AG205.5	iBAQ_MIAPACA.1	iBAQ_MIAPACA.2	iBAQ_MIAPACA.3	iBAQ_MIAPACA.4	iBAQ_MIAPACA.5	iBAQ_wt...AG205.1	iBAQ_wt...AG205.2	iBAQ_wt...AG205.3	iBAQ_wt...AG205.4	iBAQ_wt...AG205.5	iBAQ_wt.1	iBAQ_wt.2	iBAQ_wt.3	iBAQ_wt.4	iBAQ_wt.5	LFQIntensity_MIAPACA...AG205.1	LFQIntensity_MIAPACA...AG205.2	LFQIntensity_MIAPACA...AG205.3	LFQIntensity_MIAPACA...AG205.4	LFQIntensity_MIAPACA...AG205.5	LFQIntensity_MIAPACA.1	LFQIntensity_MIAPACA.2	LFQIntensity_MIAPACA.3	LFQIntensity_MIAPACA.4	LFQIntensity_MIAPACA.5	LFQIntensity_wt...AG205.1	LFQIntensity_wt...AG205.2	LFQIntensity_wt...AG205.3	LFQIntensity_wt...AG205.4	LFQIntensity_wt...AG205.5	LFQIntensity_wt.1	LFQIntensity_wt.2	LFQIntensity_wt.3	LFQIntensity_wt.4	LFQIntensity_wt.5	spectraCount_MIAPACA...AG205.1	spectraCount_MIAPACA...AG205.2	spectraCount_MIAPACA...AG205.3	spectraCount_MIAPACA...AG205.4	spectraCount_MIAPACA...AG205.5	spectraCount_MIAPACA.1	spectraCount_MIAPACA.2	spectraCount_MIAPACA.3	spectraCount_MIAPACA.4	spectraCount_MIAPACA.5	spectraCount_wt...AG205.1	spectraCount_wt...AG205.2	spectraCount_wt...AG205.3	spectraCount_wt...AG205.4	spectraCount_wt...AG205.5	spectraCount_wt.1	spectraCount_wt.2	spectraCount_wt.3	spectraCount_wt.4	spectraCount_wt.5	spectraCount	Potential.contaminant
140	O60762	DPM1	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	2	3	3	3	125260000	84106000	82816000	94024000	85985000	43971000	50421000	42948000	43812000	63050000	100950000	86657000	77515000	108640000	53121000	85253000	75554000	98051000	74848000	74691000	7828600	5256600	5176000	5876500	5374000	2748200	3151300	2684200	2738200	3940600	6309600	5416100	4844700	6789800	3320100	5328300	4722100	6128200	4678000	4668200	44763000	43856000	38781000	41548000	40581000	21680000	28111000	21940000	22019000	24769000	47274000	42468000	43583000	45408000	40424000	33418000	28545000	29582000	26236000	23161000	4	3	2	3	3	3	3	3	1	2	4	4	3	3	3	3	1	2	3	2	55	
141	O60784	TOM1	2	2	1	2	2	2	2	1	0	1	1	2	2	1	1	2	1	1	0	1	1	16893000	12881000	13212000	16220000	22999000	5491800	4540800	0	4289600	6837500	12951000	12001000	10057000	9931200	9654200	8481100	10050000	0	5773300	3816300	938480	715620	734010	901100	1277700	305100	252270	0	238310	379860	719490	666740	558730	551740	536350	471170	558360	0	320740	212020	12715000	0	9141000	9778700	10649000	6162800	0	0	0	0	9136200	9138000	0	0	8984700	0	0	0	0	0	2	2	1	1	2	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	13	
142	O60832	DKC1	4	3	1	3	4	2	4	4	1	4	3	3	4	3	4	2	3	3	3	3	3	86702000	25477000	48156000	75647000	55221000	139390000	161640000	18354000	120100000	84948000	39344000	47204000	44937000	58400000	37170000	76695000	104190000	104340000	91534000	75342000	2796800	821850	1553400	2440200	1781300	4496600	5214200	592050	3874100	2740300	1269200	1522700	1449600	1883900	1199000	2474000	3360900	3365700	2952700	2430400	24181000	0	22859000	22989000	26772000	68495000	88896000	0	66743000	32138000	17535000	18507000	18398000	17412000	26682000	23670000	26416000	24646000	22252000	20261000	0	1	1	0	0	5	2	1	2	1	0	0	0	0	0	0	1	1	1	0	16	
143	O60841	EIF5B	18	15	11	11	10	11	15	15	15	15	14	14	14	11	15	15	14	14	13	14	11	488660000	273580000	330670000	296900000	408560000	588950000	567290000	538530000	513600000	524580000	591210000	480530000	384090000	535920000	552850000	869750000	872440000	854050000	726980000	676950000	9773200	5471600	6613300	5938100	8171100	11779000	11346000	10771000	10272000	10492000	11824000	9610600	7681900	10718000	11057000	17395000	17449000	17081000	14540000	13539000	67618000	61855000	67781000	67805000	71039000	97163000	102920000	94538000	108960000	102360000	90180000	84688000	87767000	81229000	101120000	96847000	98613000	101650000	94964000	92711000	9	4	7	4	9	16	14	12	15	14	10	11	8	9	15	15	14	14	8	12	220	
144	O60884	DNAJA2	4	3	4	3	4	4	4	4	3	2	4	4	4	4	3	4	2	4	4	4	3	123450000	145200000	134190000	107270000	166740000	132220000	113070000	145390000	61598000	135400000	138740000	135860000	133880000	111740000	87130000	122530000	180340000	182600000	130750000	143330000	5611200	6600100	6099700	4876000	7579100	6010100	5139600	6608400	2799900	6154600	6306300	6175600	6085500	5079000	3960500	5569600	8197300	8299900	5943100	6514900	43262000	46537000	41174000	42594000	33739000	39842000	40290000	44053000	36113000	40179000	40279000	41092000	44798000	37246000	39856000	34385000	31803000	34764000	32969000	30926000	5	4	6	4	5	5	6	6	4	6	6	5	4	5	3	4	4	4	2	5	93	
145	O60890	OPHN1	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	4489400	0	0	0	7515500	2639800	0	0	0	3161200	3483800	2983600	0	5580400	0	10820000	0	10259000	0	12447000	88027	0	0	0	147360	51761	0	0	0	61984	68309	58502	0	109420	0	212160	0	201160	0	244060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	
146	O75044;P0DMP2;P0DJJ0	SRGAP2;SRGAP2B;SRGAP2C	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	3	3	2	3	21512000	19967000	25750000	26328000	31831000	8273000	9478700	11240000	9552700	12266000	16990000	24535000	22022000	49661000	17985000	135920000	134230000	154240000	80210000	110300000	430230	399350	515010	526560	636630	165460	189570	224810	191050	245320	339790	490700	440440	993210	359700	2718400	2684700	3084800	1604200	2206100	13177000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63930000	52816000	60170000	41519000	59471000	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	5	3	5	4	3	37	
147	O75083	WDR1	14	9	13	9	9	10	13	12	11	12	10	14	13	12	11	12	12	11	9	11	11	308940000	327570000	226390000	263060000	374640000	393310000	285450000	298790000	351610000	331960000	407120000	357620000	338500000	285660000	340990000	797750000	702910000	474620000	630630000	597220000	10298000	10919000	7546500	8768500	12488000	13110000	9514900	9959700	11720000	11065000	13571000	11921000	11283000	9522100	11366000	26592000	23430000	15821000	21021000	19907000	62187000	65209000	57172000	65877000	44434000	72231000	69251000	65520000	81457000	61206000	69390000	64736000	62687000	54180000	87718000	82226000	84098000	80791000	86839000	87285000	4	6	0	4	2	4	5	3	6	4	6	2	4	5	13	9	6	8	8	8	107	
148	O75165	DNAJC13	9	7	4	6	6	8	4	5	5	3	6	8	5	6	6	6	3	2	4	3	4	58727000	29210000	45203000	39318000	87201000	14578000	15520000	18629000	11024000	24778000	94150000	56368000	42770000	61178000	39408000	27129000	13818000	24968000	9258300	17313000	524350	260800	403590	351050	778580	130160	138570	166330	98425	221230	840630	503290	381880	546230	351850	242220	123370	222930	82663	154580	11121000	8852500	12492000	12822000	9540800	5252000	4923700	7447900	5930000	5231700	20358000	24739000	20920000	10453000	12115000	7680300	0	8085400	7781800	7355500	2	0	3	3	1	0	0	0	0	0	3	2	3	1	2	0	0	0	0	0	20	
149	O75190	DNAJB6	3	2	2	1	2	2	1	3	1	1	1	1	2	2	2	2	2	0	1	1	3	17060000	8228700	3053500	8185800	29305000	1997000	12753000	1710000	3079400	6394000	11747000	13234000	21007000	14335000	17385000	17706000	0	4354700	4039600	24631000	1312300	632980	234880	629670	2254200	153620	981030	131540	236880	491840	903620	1018000	1615900	1102700	1337300	1362000	0	334980	310740	1894700	10136000	11337000	0	16198000	11469000	0	7581700	0	0	0	0	8591700	12027000	0	16184000	9308300	0	0	0	10969000	0	1	1	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	8	
150	O75251	NDUFS7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26485000	24200000	21429000	19525000	32882000	17873000	13713000	21040000	19428000	21745000	17894000	21048000	10685000	23435000	12564000	28955000	21118000	18528000	27531000	23085000	2648500	2420000	2142900	1952500	3288200	1787300	1371300	2104000	1942800	2174500	1789400	2104800	1068500	2343500	1256400	2895500	2111800	1852800	2753100	2308500	0	16435000	15919000	14556000	19198000	0	0	22085000	22536000	18683000	11817000	16550000	0	16696000	11995000	14132000	0	0	13421000	14199000	2	1	1	1	2	2	1	2	2	4	2	2	1	1	1	1	1	0	0	0	27	
151	O75340	PDCD6	4	4	3	2	2	2	2	4	2	2	2	3	3	2	1	4	2	4	4	4	3	100980000	66439000	66274000	45486000	37979000	44997000	53229000	29718000	40218000	27611000	77206000	113610000	55718000	11601000	96347000	73457000	127850000	140330000	101630000	72616000	9180300	6039900	6024900	4135100	3452600	4090600	4839000	2701600	3656200	2510100	7018800	10328000	5065200	1054600	8758800	6677900	11623000	12757000	9239000	6601500	38678000	32433000	0	34727000	42700000	0	24736000	0	0	22888000	41128000	41561000	0	0	56985000	28266000	25961000	26689000	25722000	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	3	1	2	1	1	0	13	
152	O75348	ATP6V1G1	3	2	1	1	1	3	1	3	1	2	3	2	3	2	2	2	2	2	2	2	2	30108000	11865000	14217000	11639000	49568000	9844400	23328000	10147000	16561000	37949000	34089000	25274000	24585000	32263000	35526000	21289000	25604000	23552000	14642000	15681000	4301200	1694900	2031100	1662700	7081200	1406300	3332600	1449600	2365800	5421300	4869900	3610500	3512100	4609000	5075200	3041200	3657800	3364500	2091600	2240100	12620000	0	0	0	15633000	0	11096000	0	0	11390000	24740000	9929200	15572000	22525000	27935000	8282800	0	0	6762900	0	1	0	1	0	1	2	1	1	0	0	2	1	1	1	2	0	0	0	0	0	14	
153	O75367	H2AFY	12	7	9	9	7	10	11	11	11	10	11	7	6	8	7	7	7	9	8	9	8	542210000	635020000	770080000	639480000	664990000	1098300000	1.098e+09	962180000	1005100000	1151800000	250010000	304980000	735030000	449100000	310550000	574190000	680050000	829990000	834530000	832270000	30123000	35279000	42782000	35527000	36944000	61015000	60998000	53454000	55837000	63988000	13890000	16943000	40835000	24950000	17253000	31899000	37780000	46110000	46363000	46237000	127530000	153030000	161880000	155230000	122630000	298780000	292810000	290910000	335630000	278430000	62887000	71193000	90439000	94100000	97673000	103110000	113380000	110010000	109600000	118380000	8	6	7	4	7	15	10	14	8	15	3	2	3	2	3	3	7	6	4	4	131	
154	O75369	FLNB	77	61	53	50	56	62	45	38	42	36	41	48	39	25	30	34	70	74	72	67	66	2.406e+09	2101900000	2112100000	1929100000	2776600000	598090000	563120000	566270000	6.87e+08	879030000	820680000	902820000	781830000	1027500000	487510000	7284300000	8293400000	7248300000	6478900000	7377600000	16944000	14802000	14874000	13585000	19554000	4211900	3965600	3987800	4838000	6190300	5779400	6357900	5505900	7235600	3433100	51298000	58404000	51044000	45626000	51955000	205110000	218420000	208380000	231780000	195400000	89818000	84506000	79450000	99618000	88404000	81698000	80027000	76563000	76639000	81254000	443950000	453700000	465940000	447970000	514050000	43	36	35	37	45	15	13	5	12	11	9	6	6	8	12	96	107	98	81	99	774	
155	O75381	PEX14	4	3	3	4	3	3	3	3	3	1	3	3	4	4	4	4	3	3	3	3	3	63880000	38337000	45017000	56986000	60784000	22748000	20062000	20152000	17142000	23475000	57075000	65505000	72945000	97724000	71992000	50564000	68596000	72821000	68094000	38176000	4258600	2555800	3001100	3799000	4052200	1516600	1337400	1343500	1142800	1565000	3805000	4367000	4863000	6514900	4799500	3371000	4573100	4854800	4539600	2545100	16521000	14423000	14467000	17908000	20340000	8470000	8193900	7961800	16562000	8227000	25922000	32762000	20033000	40421000	46565000	10648000	13481000	15078000	15382000	11929000	1	1	1	1	2	2	0	0	0	1	2	3	1	2	3	0	0	1	1	0	22	
156	O75390	CS	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	41471000	38094000	26191000	38390000	68595000	29793000	23869000	31374000	14401000	32495000	35478000	23924000	29876000	30275000	20223000	17703000	36353000	45710000	22041000	9824000	2182700	2004900	1378500	2020500	3610300	1568100	1256300	1651300	757950	1710200	1867300	1259100	1572400	1593400	1064400	931740	1913300	2405800	1160100	517050	17691000	14723000	19843000	16031000	21585000	10887000	11090000	13612000	7861000	12956000	14483000	13038000	19693000	10450000	11219000	9914900	9925300	14702000	11423000	10933000	3	2	2	3	3	2	2	4	1	3	3	2	4	1	2	1	1	5	1	0	45	
157	O75400	PRPF40A	7	6	5	5	4	6	6	6	5	5	6	6	5	5	5	5	5	6	5	5	4	125460000	78601000	97178000	95196000	147670000	157050000	125850000	138400000	108920000	190340000	119270000	87897000	92708000	107180000	71135000	143510000	158890000	139700000	130740000	86327000	3801900	2381900	2944800	2884700	4474900	4759200	3813600	4194100	3300700	5768000	3614100	2663600	2809300	3248000	2155600	4348800	4814900	4233400	3961900	2616000	27007000	24877000	27500000	31432000	24711000	53386000	45392000	58715000	44328000	45925000	29389000	29827000	27877000	32271000	23133000	26815000	26433000	26517000	23907000	27253000	5	2	4	4	4	7	4	4	6	4	4	2	4	5	3	5	4	3	3	3	80	
158	O75431	MTX2	4	4	4	2	2	2	3	4	2	1	2	1	0	1	2	3	3	2	2	2	2	91086000	58303000	51221000	64946000	74981000	80128000	47844000	51800000	27724000	42059000	5082300	0	24211000	34553000	29435000	70023000	82846000	63193000	57791000	43689000	8280600	5300200	4656400	5904200	6816500	7284300	4349500	4709100	2520400	3823500	462030	0	2201000	3141200	2675900	6365700	7531500	5744800	5253700	3971700	37746000	31463000	37205000	44575000	40054000	39772000	37194000	38762000	0	29583000	0	0	0	26581000	21432000	33388000	32890000	31453000	27597000	28176000	5	3	2	4	2	4	4	2	1	2	0	0	1	0	1	5	1	4	1	1	43	
159	O75477	ERLIN1	7	6	6	6	5	7	6	6	6	4	6	5	5	4	6	6	6	4	3	4	4	261790000	151800000	236030000	127250000	471200000	144190000	118750000	145230000	38546000	168310000	168800000	168100000	100610000	150030000	185270000	160370000	122480000	87268000	85698000	78932000	13090000	7589900	11801000	6362500	23560000	7209700	5937700	7261300	1927300	8415500	8440000	8404900	5030300	7501300	9263300	8018300	6124000	4363400	4284900	3946600	56037000	41829000	45535000	31806000	90006000	37539000	29265000	36907000	12683000	36053000	39516000	41699000	25316000	28487000	50988000	23623000	25639000	20212000	19325000	18423000	6	6	4	3	6	4	3	4	2	5	4	4	2	5	3	5	2	2	2	2	74	
160	O75489	NDUFS3	5	5	2	3	3	5	3	2	2	4	4	4	4	2	4	2	2	4	5	3	2	100160000	23929000	19748000	63821000	117760000	27957000	7339800	20276000	47373000	44582000	17842000	35953000	22334000	31642000	16507000	32206000	87264000	113390000	35988000	18941000	5891800	1407600	1161600	3754200	6926800	1644600	431750	1192700	2786700	2622500	1049500	2114900	1313700	1861300	971010	1894500	5133200	6669800	2117000	1114200	23513000	23425000	19340000	19384000	20530000	15673000	0	19726000	18116000	19224000	17997000	15886000	20902000	12293000	16425000	0	16957000	18706000	16244000	12786000	2	2	1	3	6	1	2	2	1	2	3	2	0	1	1	0	3	3	3	0	38	
161	O75494	SRSF10	5	3	3	3	3	3	5	4	4	2	4	5	5	5	4	5	4	4	4	4	4	144530000	135540000	156920000	167690000	165340000	548010000	289480000	327180000	205260000	353230000	351460000	583050000	499540000	553890000	620820000	764760000	832850000	822300000	809630000	724980000	16059000	15060000	17436000	18632000	18371000	60890000	32165000	36354000	22807000	39248000	39051000	64783000	55505000	61544000	68980000	84974000	92539000	91367000	89959000	80553000	63454000	66998000	70241000	87680000	67092000	143890000	152770000	168550000	168900000	150770000	154610000	174850000	165680000	175120000	217290000	176630000	181360000	198670000	208280000	205590000	2	3	1	3	2	3	4	5	2	6	6	7	6	8	8	8	6	7	8	7	102	
162	O75531	BANF1	2	2	2	1	1	1	2	2	2	1	2	2	2	1	2	1	2	1	2	1	1	28689000	18741000	8730900	8952600	9635700	53186000	33338000	37350000	16320000	47785000	34387000	26521000	14543000	26446000	6929800	37729000	10791000	41474000	8094300	7883100	4781500	3123400	1455200	1492100	1605900	8864300	5556300	6225000	2720000	7964200	5731100	4420200	2423800	4407600	1155000	6288100	1798500	6912300	1349100	1313800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	5	
163	O75533	SF3B1	21	18	16	16	12	18	20	16	18	15	17	18	14	12	14	17	14	13	15	15	15	583600000	423240000	497780000	371280000	699640000	933480000	715190000	940470000	656340000	938400000	400980000	395610000	339470000	429830000	377880000	811680000	834660000	822010000	637820000	741440000	9412900	6826400	8028600	5988500	11284000	15056000	11535000	15169000	10586000	15135000	6467400	6380800	5475400	6932700	6094900	13092000	13462000	13258000	10287000	11959000	49746000	48459000	48827000	50588000	51625000	94161000	87521000	104060000	96039000	95462000	40657000	39730000	48554000	43762000	41224000	61180000	61290000	55194000	50381000	58589000	17	18	13	14	21	34	24	26	25	30	11	10	12	10	12	22	17	21	20	16	373	
164	O75569	PRKRA	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	5510600	4282200	5084100	5506600	6090500	3712900	3721700	2585600	2253700	0	6983400	7448000	6328300	10495000	6423200	10453000	10738000	12718000	13358000	8599700	393610	305870	363150	393330	435040	265210	265830	184690	160980	0	498820	532000	452020	749650	458800	746660	767000	908440	954170	614270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	11	
165	O75607	NPM3	2	0	0	2	1	1	1	0	0	1	0	1	1	1	2	0	1	1	1	1	2	0	0	12696000	10081000	8453000	5747400	0	0	10052000	0	5917500	9533900	8344100	23089000	0	15085000	16286000	12363000	10625000	22759000	0	0	1587000	1260100	1056600	718430	0	0	1256600	0	739680	1191700	1043000	2886100	0	1885600	2035800	1545400	1328200	2844900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	
166	O75643	SNRNP200	32	25	25	23	26	24	29	30	27	28	27	25	25	25	25	22	26	27	26	26	26	443950000	319610000	370260000	379670000	438310000	629530000	535670000	588560000	488290000	673200000	372190000	380670000	352200000	444280000	201820000	600590000	707180000	683840000	631710000	614090000	3762300	2708600	3137800	3217500	3714500	5335000	4539500	4987800	4138000	5705000	3154200	3226000	2984700	3765100	1710400	5089700	5993100	5795200	5353500	5204100	22943000	23167000	24173000	23772000	21347000	37747000	36360000	37746000	37874000	38513000	23157000	22896000	22624000	24708000	16892000	27706000	26881000	26951000	29429000	29103000	15	14	6	11	12	28	30	23	22	28	14	11	10	12	9	16	19	19	20	16	335	
167	O75691	UTP20	8	4	4	5	3	5	7	7	7	6	7	7	7	8	8	6	8	8	8	8	6	13098000	8735300	12196000	6527800	17912000	20928000	22427000	30020000	20845000	33577000	48318000	39212000	50813000	74285000	22255000	105600000	96622000	94307000	75028000	66847000	94912	63299	88374	47303	129800	151650	162510	217540	151050	243310	350130	284150	368210	538290	161270	765250	700160	683380	543680	484400	3492900	2569500	2897100	2855700	3446900	4627900	4836300	6793900	6375500	5761700	8604500	10368000	11311000	12385000	4830700	11580000	11379000	11345000	9708100	10869000	2	0	1	0	0	3	4	2	4	4	3	3	4	8	1	6	7	6	4	3	65	
168	O75694	NUP155	3	2	1	2	2	2	2	2	2	2	2	2	2	3	1	1	1	2	3	2	2	26260000	7928100	20570000	18563000	22750000	18796000	16767000	17946000	16656000	21932000	17464000	15487000	28808000	8686500	5573500	12621000	28463000	38708000	16121000	21954000	460690	139090	360870	325660	399110	329750	294170	314850	292200	384770	306390	271690	505410	152400	97780	221430	499340	679090	282820	385150	0	0	0	0	0	9796500	0	10625000	0	0	9319900	8874400	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	0	0	0	0	0	6	
169	O75695	RP2	7	6	5	7	6	6	6	6	5	6	6	6	5	6	5	6	6	5	5	4	5	269850000	262880000	294100000	217990000	305550000	270780000	251720000	286630000	227730000	325850000	193600000	171910000	216410000	198920000	182750000	287670000	236070000	275060000	251550000	270280000	16866000	16430000	18382000	13624000	19097000	16924000	15732000	17914000	14233000	20366000	12100000	10744000	13526000	12432000	11422000	17979000	14755000	17192000	15722000	16893000	68020000	71303000	73001000	64668000	74592000	76765000	79940000	86731000	74315000	81360000	56988000	63274000	47233000	55526000	75159000	50619000	42793000	47922000	45893000	39198000	6	5	2	7	6	9	7	10	9	9	4	4	3	4	7	4	4	2	2	3	107	
170	O75815	BCAR3	10	8	4	6	7	10	10	9	9	5	9	0	0	0	0	0	1	0	0	0	1	146310000	59859000	101390000	112320000	202940000	284840000	176690000	177810000	108740000	244490000	0	0	0	0	0	21310000	0	0	0	23735000	2986000	1221600	2069100	2292300	4141600	5813000	3606000	3628900	2219200	4989500	0	0	0	0	0	434890	0	0	0	484380	29022000	22908000	28786000	24859000	28352000	54901000	43162000	40311000	47147000	48283000	0	0	0	0	0	0	0	0	0	0	4	1	3	1	5	9	7	5	2	8	0	0	0	0	0	0	0	0	0	0	45	
171	O75934	BCAS2	2	1	1	2	2	1	2	2	2	2	2	1	2	1	1	0	2	2	2	2	1	4330100	3905700	18238000	17262000	12197000	19396000	18532000	18087000	19314000	23141000	9215400	17891000	10725000	12441000	0	25876000	30933000	28681000	34947000	26381000	333090	300440	1402900	1327900	938230	1492000	1425600	1391300	1485700	1780100	708880	1376200	824990	957020	0	1990400	2379500	2206300	2688300	2029300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	2	2	1	1	2	2	2	1	0	2	1	2	1	1	26	
172	O75955	FLOT1	21	14	16	18	15	19	19	20	18	17	21	18	17	13	16	18	16	14	15	12	13	1313700000	1184200000	1223300000	1082300000	1676700000	1624200000	1284300000	1412400000	1343200000	1616400000	981710000	991590000	771770000	1021600000	1264200000	962330000	713670000	902620000	803650000	709110000	48655000	43858000	45308000	40084000	62098000	60155000	47567000	52312000	49749000	59865000	36360000	36725000	28584000	37837000	46824000	35642000	26432000	33430000	29765000	26263000	165990000	176200000	161040000	163600000	166650000	212040000	190740000	189460000	217980000	204720000	149250000	152110000	161300000	139460000	194510000	84091000	73084000	87598000	90706000	73804000	14	14	13	12	25	22	21	18	16	22	16	17	14	15	19	13	11	17	14	9	322	
173	O75962	TRIO	4	3	2	2	2	2	2	2	1	2	1	3	1	2	2	1	2	1	1	0	3	62922000	34831000	43070000	12225000	54803000	62406000	73221000	45781000	15331000	53784000	110890000	43632000	52121000	40708000	15584000	27015000	24450000	30674000	0	55287000	433940	240210	297040	84310	377950	430390	504970	315730	105730	370930	764770	300910	359460	280740	107480	186310	168620	211550	0	381290	15728000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51618000	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3	6	
174	O75964	ATP5L	3	3	2	3	2	2	2	2	2	2	3	2	2	2	2	3	2	2	1	1	2	75865000	43986000	54275000	37112000	55581000	52312000	39224000	42506000	42837000	60594000	59895000	67205000	51859000	52840000	71428000	47465000	68108000	44795000	55620000	48795000	12644000	7331000	9045900	6185300	9263500	8718700	6537300	7084400	7139500	10099000	9982500	11201000	8643100	8806600	11905000	7910900	11351000	7465800	9270100	8132500	32125000	32424000	30100000	0	0	34814000	31692000	31855000	34554000	30627000	43422000	37368000	37392000	32849000	44178000	0	32751000	0	0	28844000	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	1	1	0	1	0	9	
175	O76003	GLRX3	2	0	0	1	2	1	0	0	0	1	2	0	1	2	1	2	0	0	1	1	1	0	0	15255000	29892000	17743000	0	0	0	5546400	17776000	0	16177000	20050000	24726000	16462000	0	0	6964100	7849200	5232400	0	0	847520	1660600	985710	0	0	0	308130	987560	0	898710	1113900	1373700	914530	0	0	386900	436060	290690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	2	2	0	1	3	1	2	0	0	1	1	2	20	
176	O76021	RSL1D1	9	6	6	5	7	7	9	7	9	8	8	6	8	7	8	7	7	7	6	9	7	184650000	177590000	193520000	198780000	279780000	347070000	319530000	391640000	301900000	402810000	117360000	147310000	137560000	139800000	127810000	195730000	199200000	270320000	335850000	232540000	8393100	8072300	8796500	9035600	12717000	15776000	14524000	17802000	13723000	18310000	5334500	6695800	6252700	6354600	5809300	8896700	9054700	12287000	15266000	10570000	52743000	63160000	65001000	54898000	61717000	90054000	99980000	111320000	91635000	105090000	42076000	47184000	52078000	37535000	45700000	51159000	54450000	67035000	62863000	61997000	2	2	4	2	3	8	4	6	5	6	3	3	3	2	4	3	5	5	3	5	78	
177	O94823	ATP10B	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	7	
178	O94826	TOMM70A	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	8981500	11299000	10523000	8299800	0	7354100	0	8244600	5790000	9627900	8461500	7913100	13249000	5950500	8414900	21027000	0	0	0	0	289730	364500	339460	267730	0	237230	0	265960	186770	310580	272950	255260	427390	191950	271450	678280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	12	
